subject,age,education,ethnicity,gender,gender_other,language,marital,origin,race,race_other,strat_categorize_aud,strat_categorize_vis,strat_image_aud,strat_image_vis,strat_rehearsal_aud,strat_rehearsal_vis,strat_spatial_aud,strat_spatial_vis,strat_story_aud,strat_story_vis,strat_other,wrote_notes,distracted
MTK2652,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2653,31,Associate degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,100,,70,,10,,0,,90,"Just tried to associate words together, like husband is a spouse to fill crib and buggy.",0,0
MTK2654,22,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,American Indian/Alaskan Native,,,79,,10,,0,,13,,1,,1,0
MTK2655,31,Doctorate degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,33,,0,,31,,0,,2,Just repeating words,0,0
MTK2656,36,Associate degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,94,,86,,96,,63,,56,,None,0,0
MTK2657,26,Some college,Not Hispanic,Male,,English,Single,United States,White,,,56,,62,,40,,14,,29,,0,0
MTK2658,55,Bachelor's degree,Not Hispanic,Female,,German,Married/Domestic Partnership,Germany,White,,,59,,45,,64,,63,,44,,0,0
MTK2659,39,Bachelor's degree,Not Hispanic,Female,,English,Divorced,United States,White,,,40,,0,,40,,20,,0,No,1,0
MTK2660,64,Associate degree,Not Hispanic,Female,,English,Divorced,United States,White,,,91,,69,,84,,39,,84,,0,0
MTK2661,31,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,42,,32,,36,,49,,37,,,1,0
MTK2662,27,Some college,Not Hispanic,Male,,english,Single,United States,White,,51,,92,,66,,48,,82,,,0,0
MTK2665,32,Some college,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,90,,65,,85,,45,,5,,1,0
MTK2667,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2668,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2669,24,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,40,,100,,0,,70,,35,,,0,0
MTK2670,23,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,95,,75,,46,,91,,95,,"if a word stuck out to me, I wrote it down if I could - because if it struck as resonate with myself, it was something I would remember anyway. Then I formed a mental story with other words to try to connect them, as fast as I could, since I couldn't possibly write every word down, nor did I want to because it would take away a bit of the fun of the whole experiment. ",1,0
MTK2672,35,Some college,Not Hispanic,Female,,English,Divorced,United States,White,,0,,92,,63,,1,,86,,"I did a couple strategies together, trying to pair words together in a picture form so that I would remember them together.",0,0
MTK2674,47,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,70,,75,,10,,60,,95,,0,0
MTK2675,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2676,35,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,85,,54,,100,,50,,0,,0,0
MTK2677,51,High school diploma,Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,81,,49,,52,,78,,19,no,0,0
MTK2678,35,Some college,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,53,,92,,94,,33,,42,No other strategies were used.,1,0
MTK2679,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2680,34,High school diploma,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,51,,34,,58,,45,,11,,No,0,0
MTK2681,21,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,Black,,74,,60,,63,,72,,83,,,1,0
MTK2682,25,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,83,,92,,92,,49,,43,Made goofy short songs and phrases using some words.,0,0
MTK2683,50,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,70,,70,,100,,3,,0,,,0,0
MTK2684,26,Bachelor's degree,Not Hispanic,Female,,english,Single,United States,Black,,59,,68,,63,,70,,7,,,1,0
MTK2685,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2686,42,Some college,Not Hispanic,Female,,english,Single,United States,Black,,66,,92,,92,,0,,67,,Some of the items I had near me so I focused in on those ,0,0
MTK2687,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2688,44,Some college,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,,,53,,6,,0,,23,,26,,I wrote first and last letter of some of the words down,1,0
MTK2690,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2691,37,Bachelor's degree,Not Hispanic,Female,,English,Divorced,United States,White,,,57,,0,,74,,0,,28,none,0,0
MTK2694,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2695,58,Doctorate degree,Not Hispanic,Male,,english,Divorced,Afghanistan,White,,,41,,7,,30,,0,,0,,0,0
MTK2696,25,Bachelor's degree,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,,68,,65,,78,,77,,34,no,0,1
MTK2697,25,Some college,Not Hispanic,Male,,English,Single,United States,White,,,54,,13,,24,,14,,60,na,0,0
MTK2698,23,Some college,Not Hispanic,Female,,English,Single,United States,Black|White,,,94,,39,,77,,10,,100,,0,0
MTK2700,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2701,32,Bachelor's degree,Not Hispanic,Female,, English,Married/Domestic Partnership,United States,White,,,79,,20,,87,,6,,6,,1,0
MTK2702,29,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,58,,23,,46,,79,,34,,0,0
MTK2703,41,Master's degree,Not Hispanic,Female,,English,Single,United States,White,,,41,,84,,11,,72,,100,"I imagined a story each time and tried to picture the objects and people in this story in a setting (example, party with hostess, motel room, forest, jungle). New characters woudl be doing things (eg lion and cobra facing off against each other with patch of parsley and garlic in between, with a puddle in the patch).",0,0
MTK2704,50,High school diploma,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,86,,82,,78,,22,,86,,I was just trying to visualize as much as I could. Ugh@50-year-old brain!!,0,0
MTK2705,30,Some college,Not Hispanic,Male,,English,Single,United States,White,,100,,100,,100,,100,,80,,,0,0
MTK2707,25,High school diploma,Not Hispanic,Male,,english,Single,United States,White,,,72,,20,,66,,19,,22,,0,0
MTK2708,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2709,28,Bachelor's degree,Not Hispanic,Female,,english,Not Reported,United States,White,,79,,34,,67,,91,,96,,,1,0
MTK2711,35,Doctorate degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,6,,43,,77,,3,,6,,1,0
MTK2713,30,Master's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,82,,82,,50,,24,,48,,0,0
MTK2714,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2715,29,Bachelor's degree,Not Hispanic,Male,,english,Single,United States,White,,21,,64,,72,,11,,6,,,0,1
MTK2716,39,Some graduate education,Not Hispanic,Female,,english,Single,United States,White,,88,,1,,82,,4,,8,,,0,0
MTK2717,64,Master's degree,Not Hispanic,Female,,English,Not Reported,United States,American Indian/Alaskan Native|White,,25,,51,,16,,6,,11,,saying words out loud,0,0
MTK2718,20,High school diploma,Hispanic,Female,,English,Single,United States,White,,,45,,58,,60,,23,,44,I used descriptions of the word or categories by section,1,1
MTK2720,35,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,Native Hawaiian/Pacific Islander|White,,99,,99,,56,,85,,46,,,0,0
MTK2721,22,Some college,Not Hispanic,Male,,English,Single,United States,Asian,,,95,,90,,20,,0,,95,,0,0
MTK2723,37,Some college,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,Black|White,,,63,,51,,2,,7,,0,no,0,0
MTK2725,32,Some college,Not Hispanic,Male,,English,Single,United States,White,,25,,80,,11,,5,,26,,,0,0
MTK2726,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2727,33,Master's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,90,,30,,55,,25,,74,,Used the ones listed above.,0,0
MTK2728,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2729,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2730,20,Some college,Hispanic,Female,,English,Single,United States,White|Other,Hispanic,0,,50,,5,,5,,40,,,0,0
MTK2731,60,Master's degree,Not Hispanic,Male,,English,Divorced,United States,White,,,0,,100,,0,,0,,74,"I visualized, linked words in pictures and tried to use a story, but there was little time.",0,0
MTK2732,50,Bachelor's degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,94,,90,,92,,17,,16,,no,1,0
MTK2734,41,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,,10,,4,,1,,1,,1,I associated words with people I knew or songs or things I have recently encountered.,0,0
MTK2735,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2736,57,High school diploma,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,76,,27,,61,,4,,1,,,1,1
MTK2737,53,Bachelor's degree,Not Hispanic,Female,,English,Divorced,United States,White,,90,,76,,23,,81,,57,,I tried counting the number of words.  I associate numbers and list.,1,0
MTK2739,45,Bachelor's degree,Hispanic,Male,,English,Married/Domestic Partnership,United States,Not Reported,,,49,,12,,6,,78,,77,"Initially, I tried to brute-force memorize which may have worked somewhat but it really made my head hurt. The other strategies, afterwards, put much less strain on the brain.",0,0
MTK2740,29,High school diploma,Hispanic,Female,,engish,Married/Domestic Partnership,United States,White,,,92,,64,,92,,3,,37,no,0,0
MTK2741,28,Master's degree,Not Hispanic,Female,,english,Single,United States,Not Reported,,29,,100,,25,,31,,0,,,1,0
MTK2742,26,Bachelor's degree,Hispanic,Male,,English,Married/Domestic Partnership,United States,,,55,,59,,40,,60,,55,,,0,0
MTK2743,30,Associate degree,Not Hispanic,Female,,english,Single,United States,Asian|White,,3,,82,,71,,5,,5,,,1,0
MTK2745,31,Some college,Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,,69,,72,,3,,1,,99,,0,0
MTK2746,19,Some college,Not Hispanic,Male,,English,Single,United States,Asian,,,80,,5,,15,,39,,25,,0,0
MTK2747,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2748,36,Associate degree,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,60,,39,,58,,16,,37,,na,0,0
MTK2750,24,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,78,,74,,46,,19,,78,,Nope just used the above,0,0
MTK2751,25,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,10,,80,,35,,0,,95,N/A,0,0
MTK2752,37,High school diploma,Not Hispanic,Male,,english,Single,United States,White,,,67,,53,,100,,1,,18,i just tried to remember everything the best i could the longer it went on the harder it was to recall words i had just seen because i wasnt sure if they were previous list or earlier in the study it deff fries a persons mind after awhile,0,0
MTK2753,29,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,96,,46,,55,,3,,81,,,1,0
MTK2754,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2755,29,Some college,Not Hispanic,Female,,english,Single,United States,Black,,71,,83,,0,,0,,14,,repeating the words out loud,1,0
MTK2756,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2757,29,High school diploma,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,58,,5,,67,,4,,16,,0,0
MTK2758,34,Some college,Not Hispanic,Male,,English,Single,United States,White,,,90,,45,,70,,0,,25,rhyming,0,0
MTK2759,21,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,,70,,20,,71,,0,,15,organized words by sounding similar,1,0
MTK2760,25,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,20,,60,,10,,0,,90,,,0,0
MTK2761,45,Associate degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,81,,33,,24,,49,,11,,,1,0
MTK2762,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2763,32,Bachelor's degree,Not Hispanic,Male,,english,Married/Domestic Partnership,India,Asian,,83,,94,,96,,69,,91,,,0,0
MTK2765,38,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,90,,53,,10,,0,,0,,After the speaker would say a word I would  silently (in my head) repeat it to myself.,0,0
MTK2766,55,Some college,Not Hispanic,Female,,English,Single,United States,White,,,100,,80,,95,,3,,25,"I tried to memorize the physical sound of each word, like it was music.  Like trying to make a little song out of each group of words.  ",0,0
MTK2768,21,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,,22,,83,,13,,60,,100,,1,0
MTK2769,31,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,100,,88,,29,,81,,100,,,1,0
MTK2770,26,Associate degree,Not Hispanic,Male,,english,Single,United States,White,,,99,,30,,95,,1,,43,,0,0
MTK2771,21,Some college,Not Hispanic,Male,,english,Single,United States,White,,93,,27,,60,,8,,52,,,0,0
MTK2772,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2773,35,High school diploma,Not Hispanic,Female,,English,Single,United States,American Indian/Alaskan Native,,,50,,31,,57,,23,,75,,0,0
MTK2774,35,Bachelor's degree,Not Hispanic,Male,,english,Single,United States,White,,64,,46,,64,,64,,10,,,1,0
MTK2775,30,Master's degree,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,,0,,0,,100,,0,,100,,1,1
MTK2776,33,Master's degree,Not Hispanic,Female,,english,Single,United States,White,,,69,,64,,74,,17,,75,"i tried writing some down, but it was too fast and i couldn't read my handwriting. so i quickly gave that up.",1,0
MTK2777,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2778,30,Bachelor's degree,Not Hispanic,Male,,english,Single,United States,White,,,48,,1,,44,,1,,23,,1,0
MTK2779,28,Associate degree,Not Hispanic,Female,,Englisj,Married/Domestic Partnership,United States,White,,59,,53,,86,,30,,73,,I tried to say them right after she did. But I do not think I did very well all the words like just left my brain as soon as the time came on. ,0,0
MTK2780,24,Associate degree,Not Hispanic,Male,,English,Single,United States,Black,,,86,,86,,82,,79,,74,N/A i usually remembered easy words and associated them to things that have great meaning to me. Also i'd look for patterns like jungle & ground are both environmental. ,0,0
MTK2781,32,Associate degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,96,,79,,81,,0,,70,,1,0
MTK2782,33,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,100,,100,,86,,1,,2,,,0,0
MTK2783,26,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,7,,91,,38,,0,,0,NA,0,0
MTK2784,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2786,34,Associate degree,Not Hispanic,Male,,English,Single,United States,White,,96,,88,,99,,86,,78,,I just tried to group the together into similar meanings. I also tried to group them by first letter so that I would remember. I found that a lot of them were similar with each trail which made it easier.,0,0
MTK2787,23,Associate degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,95,,84,,96,,94,,16,,,0,0
MTK2789,26,Associate degree,Hispanic,Female,,English ,Married/Domestic Partnership,United States,Other,Hispanic,32,,60,,15,,85,,80,,Brainstorming. I left my mind that automatically launch ideas while I was tying. ,1,0
MTK2790,30,Some college,Not Hispanic,Male,,English,Single,United States,White,,85,,75,,40,,0,,5,,,0,0
MTK2791,31,Master's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,75,,54,,68,,21,,53,"After a few rounds I decided that the best strategy might just be to cut my losses and focus on remembering 6 or so words for certain. So once I had those, I would look elsewhere. The beep when it was time to type in the box was great in that it let me know when the words were done. ",0,0
MTK2792,56,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,58,,57,,70,,8,,57,N/A,0,0
MTK2793,24,Associate degree,Hispanic,Female,,English,Single,United States,White,,100,,76,,26,,100,,52,,,0,0
MTK2794,55,Bachelor's degree,Not Hispanic,Female,,english,Divorced,United States,White,,62,,26,,46,,13,,53,,,0,0
MTK2795,32,Some graduate education,Not Hispanic,Male,,English,Separated,United States,White,,,95,,61,,98,,14,,87,,0,0
MTK2796,52,Some college,Hispanic,Female,,English,Separated,United States,White,  ,,35,,31,,21,,44,,3,"some words were the names of my grand kids, i affiliated words with things i do all the time .  ",1,0
MTK2798,23,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,100,,65,,42,,60,,100,,"Near the end, after my first few attempts at remembering words was not so good, I started creating a single mental image and put all of the words and the objects that they represented into the one picture. When each word was said, I placed the object/person into the picture. This strategy was the most effective for me. ",0,0
MTK2799,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2800,25,High school diploma,Not Hispanic,Male,,english,Single,United States,Black,,,70,,0,,54,,0,,0,,1,0
MTK2801,31,Some graduate education,Not Hispanic,Female,,english,Single,United States,White,,,83,,1,,84,,0,,1,,0,0
MTK2802,50,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,70,,15,,19,,2,,2,,,1,0
MTK2803,26,Some graduate education,Not Hispanic,Other,agender,english,Single,United States,White,,,71,,86,,44,,7,,42,,0,0
MTK2804,33,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,75,,25,,2,,0,,41,N/A,0,0
MTK2805,32,High school diploma,Not Hispanic,Male,,english,Single,United States,Black,,,66,,63,,43,,52,,52,,0,1
MTK2806,25,Bachelor's degree,Hispanic,Female,,Spanish,Single,Colombia,Not Reported,,,91,,96,,71,,75,,87,,0,0
MTK2808,27,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,46,,100,,4,,77,,91,,0,0
MTK2809,32,Bachelor's degree,Hispanic,Male,,English,Single,United States,White,,2,,48,,47,,0,,6,,None really used,0,0
MTK2810,42,Some college,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,84,,84,,63,,24,,84,n/a,0,0
MTK2811,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2812,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2813,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2815,31,Bachelor's degree,Hispanic,Male,,English,Single,United States,White,,62,,76,,76,,46,,50,,n/a,0,0
MTK2816,24,Some graduate education,Not Hispanic,Male,,english,Single,United States,White,,8,,40,,28,,15,,74,,,0,0
MTK2819,43,Some college,Not Hispanic,Male,,English,Divorced,United States,White,,52,,19,,26,,0,,0,,"I tried to remember certain pairs of words, like mailman and package, or woman and lady. Others, I used from examples in my life. I heard Gedo (Japanese wrestler/booker for NJPW), but maybe it was Ghetto. Brand names (Xerox, Kleenex) were easier to remember than say, copier or tissue.",1,0
MTK2820,35,Master's degree,Not Hispanic,Female,,English ,Single,United States,American Indian/Alaskan Native|Black,,,58,,29,,94,,1,,10,,1,0
MTK2821,51,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,80,,80,,75,,85,,70,,I tried imagining the words together to make an unusual situation (i.e. a 'penguin' 'slide'-ing down a 'blackboard' into a 'dolphin'),0,0
MTK2822,54,Master's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,Asian|Black|White,,,86,,86,,86,,55,,98,,0,0
MTK2823,26,Some graduate education,Hispanic,Female,,English,Single,United States,Black|Other,Mestiza,30,,10,,50,,10,,0,,,1,0
MTK2824,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2825,49,Bachelor's degree,Not Hispanic,Male,,english,Single,United States,,mixed,94,,49,,75,,34,,74,,"words that were very similar I group together like transplant, patient  so that was very easy to remember and I also memorized the first two to three words and the last two words so that I would at least remember five words from the list",0,0
MTK2827,32,High school diploma,Not Hispanic,Female,,English,Married/Domestic Partnership,Afghanistan,White,,,55,,86,,61,,55,,55,N/A,0,0
MTK2828,35,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,Asian,,25,,21,,67,,10,,0,,"None, the task is fairly tedious and challenging",0,0
MTK2829,32,Bachelor's degree,Hispanic,Male,,English ,Married/Domestic Partnership,United States,White,,,86,,74,,84,,84,,74,,0,0
MTK2830,32,Master's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,Black,,,56,,66,,54,,53,,92,,0,0
MTK2831,34,Bachelor's degree,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,,68,,75,,94,,21,,48,,1,0
MTK2832,38,Master's degree,Not Hispanic,Male,,engkish,Married/Domestic Partnership,United States,White,,70,,97,,17,,9,,74,,none,0,0
MTK2833,33,High school diploma,Hispanic,Male,,english,Single,United States,White,,49,,25,,17,,27,,60,,,0,0
MTK2834,32,Some college,Not Hispanic,Female,,English,Single,United States,White,,,83,,100,,48,,36,,91,,0,0
MTK2835,22,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,73,,58,,4,,22,,62,NA,0,0
MTK2836,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2837,20,High school diploma,Not Hispanic,Female,,english,Single,United States,White,,69,,60,,69,,34,,24,,,1,0
MTK2838,32,Master's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,72,,90,,23,,6,,15,,1,0
MTK2839,65,Master's degree,Not Hispanic,Female,,english,Divorced,United States,White,,78,,92,,0,,70,,92,,,1,0
MTK2840,30,Master's degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,67,,28,,59,,57,,30,no other strategies,0,0
MTK2841,27,Bachelor's degree,Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,48,,88,,89,,60,,32,,0,0
MTK2843,42,Less than diploma,Not Hispanic,Female,,English,Single,United States,White,,,100,,90,,70,,15,,50,none,0,0
MTK2844,64,Some college,Not Hispanic,Female,,ENGLISH,Married/Domestic Partnership,United States,White,,,52,,63,,0,,0,,0,NO OTHER STRATEGIES,0,0
MTK2846,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2847,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2848,35,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,75,,69,,37,,88,,8,"I tried to relate words to what or who they reminded me of. I also noticed that a lot of words could be grouped together. So, if I remembered one word it seemed easier to remember another. I'd also try to remember things based on location. Example, if a group said stove, then I would think kitchen, which would in turn help me remember some foods, etc. Sometimes this got in the way, because my mind would see one word and then relate it to a word that was in a former study. Then I had to try and remember if I just saw the word or if I saw it earlier. I also had to take breaks for many reasons. One being that I have health issues, which makes it much, much more difficult to concentrate, to sit up, and to type. I also took some breaks to try and get some of the former words out of my head. I found it easier to recall words at the end, because I could visualize and connect previous words without worrying about whether it was in the current group. I probably would have written some things down, but I didn't know we were allowed to do that. Thanks for an interesting project!",0,0
MTK2850,45,Some graduate education,Not Hispanic,Female,,English,Single,United States,White,,,39,,47,,34,,49,,75,,0,0
MTK2851,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2852,34,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,95,,92,,51,,20,,100,"Imagined a picture in my head linking the words in pairs or threes (a snake with a crayon, a wrench in a forest)",1,0
MTK2853,31,High school diploma,Not Hispanic,Male,,english,Single,United States,White,,11,,95,,1,,0,,0,,I mainly just did what was asked. To only focus on the current word being said. I believe this hurt my recall but I did it anyway to follow directions.,0,0
MTK2854,24,High school diploma,Not Hispanic,Female,,english,Single,United States,Black|White,,,65,,80,,18,,9,,2,,1,0
MTK2855,30,Bachelor's degree,Not Hispanic,Female,,english,Single,United States,White,,100,,100,,100,,51,,88,,,0,0
MTK2856,57,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,72,,63,,47,,0,,33,,I typed as many words as I could but was unable to get them all. ,1,1
MTK2857,32,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,42,,100,,20,,100,,100,,0,0
MTK2859,52,High school diploma,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,50,,0,,50,,0,,0,,,0,0
MTK2860,28,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,American Indian/Alaskan Native,,79,,84,,89,,88,,90,,,0,0
MTK2861,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2862,24,Some college,Not Hispanic,Male,,English,Single,United States,Black,,32,,94,,66,,67,,33,,,0,0
MTK2863,39,High school diploma,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,43,,16,,56,,56,,1,,0,1
MTK2865,24,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,80,,47,,10,,48,,53,,0,1
MTK2867,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2869,45,Some college,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,75,,29,,88,,13,,29,,,1,0
MTK2870,31,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,90,,30,,90,,35,,0,,"I used acronyms and grouping to make the task easier. I am also a synesthete, so I thought of ways to connect my senses to create mental pictures and associations. I do mental exercises daily to help strengthen my remembering and try to create a semi-eidetic memory, so that helped me in this task, too.",0,0
MTK2872,20,Associate degree,Not Hispanic,Male,,English,Single,United States,White,,,45,,36,,34,,46,,29,,1,0
MTK2875,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2877,33,Bachelor's degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,100,,100,,29,,8,,50,,,0,0
MTK2878,31,Some college,Not Hispanic,Female,,English,Divorced,United States,White,,4,,71,,4,,63,,5,,"I visualized each word as I would see them moving in a line, and I wrote down the first letter of each word in the last 7 tests.",1,0
MTK2879,50,Some college,Not Hispanic,Female,,English,Single,United States,White,,100,,100,,77,,53,,52,,,0,0
